//++//++// CHECKPOINT a == 1 //++//++//
//++//++// CHECKPOINT a == 2 //++//++//
//++//++// CHECKPOINT a == 3 //++//++//
//++//++// CHECKPOINT a == 4 //++//++//
//++//++// CHECKPOINT a == 5 //++//++//
//++//++// CHECKPOINT a == 6 //++//++//
510510 , 8 , 5
//++//++// CHECKPOINT a == 7 //++//++//
570570 , 7 , 5
746130 , 6 , 5
881790 , 236 , 1
1385670 , 244 , 1
1939938 , 9 , 5
3233230 , 9 , 5
4849845 , 9 , 5
//++//++// CHECKPOINT a == 8 //++//++//
690690 , 7 , 5
903210 , 6 , 5
1067430 , 364 , 1
1677390 , 372 , 1
2348346 , 376 , 1
3913910 , 8 , 5
5870865 , 8 , 5
1009470 , 6 , 5
1193010 , 428 , 1
1874730 , 436 , 1
2624622 , 440 , 1
4374370 , 440 , 1
6561555 , 7 , 5
1560090 , 460 , 1
2451570 , 468 , 1
3432198 , 472 , 1
5720330 , 472 , 1
8580495 , 472 , 1
2897310 , 484 , 1
4056234 , 488 , 1
6760390 , 488 , 1
10140585 , 488 , 1
6374082 , 10 , 5
10623470 , 10 , 5
15935205 , 10 , 5
14872858 , 10 , 5
22309287 , 10 , 5
37182145 , 10 , 5
//++//++// CHECKPOINT a == 9 //++//++//
870870 , 7 , 5
1138830 , 6 , 5
1345890 , 620 , 1
2114970 , 628 , 1
2960958 , 632 , 1
4934930 , 8 , 5
7402395 , 8 , 5
1272810 , 6 , 5
1504230 , 684 , 1
2363790 , 692 , 1
3309306 , 696 , 1
5515510 , 696 , 1
8273265 , 7 , 5
1967070 , 716 , 1
3091110 , 724 , 1
4327554 , 728 , 1
7212590 , 728 , 1
10818885 , 728 , 1
3653130 , 740 , 1
5114382 , 744 , 1
8523970 , 744 , 1
12785955 , 744 , 1
8036886 , 752 , 1
13394810 , 752 , 1
20092215 , 752 , 1
18752734 , 9 , 5
28129101 , 9 , 5
46881835 , 9 , 5
1540770 , 6 , 5
1820910 , 812 , 1
2861430 , 820 , 1
4006002 , 824 , 1
6676670 , 824 , 1
10015005 , 7 , 5
2381190 , 844 , 1
3741870 , 852 , 1
5238618 , 856 , 1
8731030 , 856 , 1
13096545 , 856 , 1
4422210 , 868 , 1
6191094 , 872 , 1
10318490 , 872 , 1
15477735 , 872 , 1
9728862 , 880 , 1
16214770 , 880 , 1
24322155 , 880 , 1
22700678 , 880 , 1
34051017 , 880 , 1
56751695 , 8 , 5
2661330 , 908 , 1
4182090 , 916 , 1
5854926 , 920 , 1
9758210 , 920 , 1
14637315 , 920 , 1
4942470 , 932 , 1
6919458 , 936 , 1
11532430 , 936 , 1
17298645 , 936 , 1
10873434 , 944 , 1
18122390 , 944 , 1
27183585 , 944 , 1
25371346 , 944 , 1
38057019 , 944 , 1
63428365 , 944 , 1
6463230 , 964 , 1
9048522 , 968 , 1
15080870 , 968 , 1
22621305 , 968 , 1
14219106 , 976 , 1
23698510 , 976 , 1
35547765 , 976 , 1
33177914 , 976 , 1
49766871 , 976 , 1
82944785 , 976 , 1
16804398 , 11 , 5
28007330 , 11 , 5
42010995 , 11 , 5
39210262 , 11 , 5
58815393 , 11 , 5
98025655 , 11 , 5
61616126 , 11 , 5
92424189 , 11 , 5
154040315 , 11 , 5
215656441 , 11 , 5
//++//++// CHECKPOINT a == 10 //++//++//
930930 , 7 , 5
1217370 , 6 , 5
1438710 , 1132 , 1
2260830 , 1140 , 1
3165162 , 1144 , 1
5275270 , 8 , 5
7912905 , 8 , 5
1360590 , 6 , 5
1607970 , 1196 , 1
2526810 , 1204 , 1
3537534 , 1208 , 1
5895890 , 1208 , 1
8843835 , 7 , 5
2102730 , 1228 , 1
3304290 , 1236 , 1
4626006 , 1240 , 1
7710010 , 1240 , 1
11565015 , 1240 , 1
3905070 , 1252 , 1
5467098 , 1256 , 1
9111830 , 1256 , 1
13667745 , 1256 , 1
8591154 , 1264 , 1
14318590 , 1264 , 1
21477885 , 1264 , 1
20046026 , 9 , 5
30069039 , 9 , 5
50115065 , 9 , 5
1647030 , 6 , 5
1946490 , 1324 , 1
3058770 , 1332 , 1
4282278 , 1336 , 1
7137130 , 1336 , 1
10705695 , 7 , 5
2545410 , 1356 , 1
3999930 , 1364 , 1
5599902 , 1368 , 1
9333170 , 1368 , 1
13999755 , 1368 , 1
4727190 , 1380 , 1
6618066 , 1384 , 1
11030110 , 1384 , 1
16545165 , 1384 , 1
10399818 , 1392 , 1
17333030 , 1392 , 1
25999545 , 1392 , 1
24266242 , 1392 , 1
36399363 , 1392 , 1
60665605 , 8 , 5
2844870 , 1420 , 1
4470510 , 1428 , 1
6258714 , 1432 , 1
10431190 , 1432 , 1
15646785 , 1432 , 1
5283330 , 1444 , 1
7396662 , 1448 , 1
12327770 , 1448 , 1
18491655 , 1448 , 1
11623326 , 1456 , 1
19372210 , 1456 , 1
29058315 , 1456 , 1
27121094 , 1456 , 1
40681641 , 1456 , 1
67802735 , 1456 , 1
6908970 , 1476 , 1
9672558 , 1480 , 1
16120930 , 1480 , 1
24181395 , 1480 , 1
15199734 , 1488 , 1
25332890 , 1488 , 1
37999335 , 1488 , 1
35466046 , 1488 , 1
53199069 , 1488 , 1
88665115 , 1488 , 1
17963322 , 1504 , 1
29938870 , 1504 , 1
44908305 , 1504 , 1
41914418 , 1504 , 1
62871627 , 1504 , 1
104786045 , 1504 , 1
65865514 , 10 , 5
98798271 , 10 , 5
164663785 , 10 , 5
230529299 , 10 , 5
2076690 , 6 , 5
2454270 , 1580 , 1
3856710 , 1588 , 1
5399394 , 1592 , 1
8998990 , 1592 , 1
13498485 , 7 , 5
3209430 , 1612 , 1
5043390 , 1620 , 1
7060746 , 1624 , 1
11767910 , 1624 , 1
17651865 , 1624 , 1
5960370 , 1636 , 1
8344518 , 1640 , 1
13907530 , 1640 , 1
20861295 , 1640 , 1
13112814 , 1648 , 1
21854690 , 1648 , 1
32782035 , 1648 , 1
30596566 , 1648 , 1
45894849 , 1648 , 1
76491415 , 8 , 5
3587010 , 1676 , 1
5636730 , 1684 , 1
7891422 , 1688 , 1
13152370 , 1688 , 1
19728555 , 1688 , 1
6661590 , 1700 , 1
9326226 , 1704 , 1
15543710 , 1704 , 1
23315565 , 1704 , 1
14655498 , 1712 , 1
24425830 , 1712 , 1
36638745 , 1712 , 1
34196162 , 1712 , 1
51294243 , 1712 , 1
85490405 , 1712 , 1
8711310 , 1732 , 1
12195834 , 1736 , 1
20326390 , 1736 , 1
30489585 , 1736 , 1
19164882 , 1744 , 1
31941470 , 1744 , 1
47912205 , 1744 , 1
44718058 , 1744 , 1
67077087 , 1744 , 1
111795145 , 1744 , 1
22649406 , 1760 , 1
37749010 , 1760 , 1
56623515 , 1760 , 1
52848614 , 1760 , 1
79272921 , 1760 , 1
132121535 , 1760 , 1
83047822 , 1760 , 1
124571733 , 1760 , 1
207619555 , 1760 , 1
290667377 , 9 , 5
4342170 , 1804 , 1
6823410 , 1812 , 1
9552774 , 1816 , 1
15921290 , 1816 , 1
23881935 , 1816 , 1
8064030 , 1828 , 1
11289642 , 1832 , 1
18816070 , 1832 , 1
28224105 , 1832 , 1
17740866 , 1840 , 1
29568110 , 1840 , 1
44352165 , 1840 , 1
41395354 , 1840 , 1
62093031 , 1840 , 1
103488385 , 1840 , 1
10545270 , 1860 , 1
14763378 , 1864 , 1
24605630 , 1864 , 1
36908445 , 1864 , 1
23199594 , 1872 , 1
38665990 , 1872 , 1
57998985 , 1872 , 1
54132386 , 1872 , 1
81198579 , 1872 , 1
135330965 , 1872 , 1
27417702 , 1888 , 1
45696170 , 1888 , 1
68544255 , 1888 , 1
63974638 , 1888 , 1
95961957 , 1888 , 1
159936595 , 1888 , 1
100531574 , 1888 , 1
150797361 , 1888 , 1
