128 , 6 , 2
192 , 6 , 2
288 , 6 , 2
972 , 6 , 3
1458 , 6 , 3
2187 , 6 , 3
320 , 6 , 2
480 , 6 , 2
2430 , 6 , 3
3645 , 6 , 3
800 , 6 , 2
6075 , 6 , 3
12500 , 6 , 5
18750 , 6 , 5
28125 , 6 , 5
31250 , 6 , 5
46875 , 6 , 5
78125 , 6 , 5
448 , 6 , 2
672 , 6 , 2
3402 , 6 , 3
5103 , 6 , 3
1120 , 6 , 2
8505 , 6 , 3
43750 , 6 , 5
65625 , 6 , 5
109375 , 6 , 5
1568 , 6 , 2
11907 , 6 , 3
153125 , 6 , 5
67228 , 6 , 7
100842 , 6 , 7
151263 , 6 , 7
168070 , 6 , 7
252105 , 6 , 7
420175 , 6 , 7
235298 , 6 , 7
352947 , 6 , 7
588245 , 6 , 7
823543 , 6 , 7
